is_type,name,coord,district,address 
医院,忠诚医院,"117.903851,31.616992",巢湖市,太湖山路新巢国际7号楼
医院,合肥市骨科医院,"117.879902,31.625464",巢湖市,合肥市巢湖北路58号
医院,安徽省巢湖市康复医院,"117.889282,31.621633",巢湖市,安徽省合肥市半汤路26
医院,巢湖丽肤医院,"117.881577,31.607283",巢湖市,健康东路耳街1号楼
医院,凤凰山街道光明社区卫生服务站,"117.89683,31.616855",巢湖市,太湖山路31-6-7附近
医院,忠诚医院,"117.903851,31.616992",巢湖市,太湖山路新巢国际7号楼
医院,巢湖市巢维医院,"117.881941,31.643317",巢湖市,凤凰山街道巢维路56号
医院,巢湖市人民医院,"117.875846,31.60988",巢湖市,安徽省合肥市人民路319
医院,安徽省巢湖市康复医院,"117.889282,31.621633",巢湖市,安徽省合肥市半汤路26
医院,巢湖市中医院惠民医院,"117.899853,31.608074",巢湖市,其他地区巢湖市金巢大道(长江东路南侧)
医院,巢湖半汤康复医院,"117.878479,31.62037",巢湖市,安徽省合肥市长江西路4号
医院,无为光明医院,"117.917782,31.448415",无为县,芜湖市无为县
医院,无为光明医院,"117.917782,31.448415",无为县,芜湖市无为县
医院,巢湖市中医院惠民医院,"117.899853,31.608074",巢湖市,其他地区巢湖市金巢大道(长江东路南侧)
医院,巢湖市亚父街道社区卫生服务中心,"117.889918,31.598352",巢湖市,安徽省合肥市世纪大道45号-26-27
医院,半汤街道社区卫生服务中心,"117.922456,31.64264",巢湖市,安徽省合肥市金湖大道巢湖经济开发区
医院,巢湖市中医院惠民医院,"117.899853,31.608074",巢湖市,其他地区巢湖市金巢大道(长江东路南侧)
医院,巢湖市道德医院,"117.894148,31.625626",巢湖市,合肥市巢湖市半汤路50号
医院,忠诚医院,"117.903851,31.616992",巢湖市,太湖山路新巢国际7号楼
医院,裕溪路社区卫生服务中心,"117.899763,31.608103",巢湖市,裕溪路155号
医院,凤凰山街道光明社区卫生服务站,"117.89683,31.616855",巢湖市,太湖山路31-6-7附近
医院,忠诚医院,"117.903851,31.616992",巢湖市,太湖山路新巢国际7号楼
医院,安徽省巢湖市康复医院,"117.889282,31.621633",巢湖市,安徽省合肥市半汤路26
医院,凤凰山街道光明社区卫生服务站,"117.89683,31.616855",巢湖市,太湖山路31-6-7附近
医院,无为光明医院,"117.917782,31.448415",无为县,芜湖市无为县
医院,半汤街道社区卫生服务中心,"117.922456,31.64264",巢湖市,安徽省合肥市金湖大道巢湖经济开发区
医院,巨兴卫生院,"117.982265,31.713113",含山县,014县道附近
医院,巢湖康平妇产医院,"117.889632,31.603466",巢湖市,合肥市团结路19号合肥市新一中隔壁
医院,半汤街道社区卫生服务中心,"117.922456,31.64264",巢湖市,安徽省合肥市金湖大道巢湖经济开发区
医院,巢湖市道德医院,"117.894148,31.625626",巢湖市,合肥市巢湖市半汤路50号
医院,忠诚医院,"117.903851,31.616992",巢湖市,太湖山路新巢国际7号楼
医院,裕溪路社区卫生服务中心,"117.899763,31.608103",巢湖市,裕溪路155号
医院,康复医院-三立骨伤医院,"117.889283,31.621634",巢湖市,半汤路26号安徽省巢湖市康复医院附近
医院,三立骨伤科医院,"117.889483,31.621271",巢湖市,半汤路26号
医院,凤凰山街道光明社区卫生服务站,"117.89683,31.616855",巢湖市,太湖山路31-6-7附近
医院,凤凰山街道向阳社区卫生服务站,"117.888767,31.613353",巢湖市,安徽省合肥市向阳苑C区4幢1层门面
医院,巨兴卫生院,"117.982265,31.713113",含山县,014县道附近
医院,无为光明医院,"117.917782,31.448415",无为县,芜湖市无为县
医院,无为光明医院,"117.917782,31.448415",无为县,芜湖市无为县
医院,无为光明医院,"117.917782,31.448415",无为县,芜湖市无为县
医院,半汤街道社区卫生服务中心,"117.922456,31.64264",巢湖市,安徽省合肥市金湖大道巢湖经济开发区
医院,半汤街道社区卫生服务中心,"117.922456,31.64264",巢湖市,安徽省合肥市金湖大道巢湖经济开发区
医院,忠诚医院,"117.903851,31.616992",巢湖市,太湖山路新巢国际7号楼
医院,半汤街道社区卫生服务中心,"117.922456,31.64264",巢湖市,安徽省合肥市金湖大道巢湖经济开发区
医院,巨兴卫生院,"117.982265,31.713113",含山县,014县道附近
医院,巨兴卫生院,"117.982265,31.713113",含山县,014县道附近
医院,巨兴卫生院,"117.982265,31.713113",含山县,014县道附近
医院,河刘医院,"117.976184,31.902178",含山县,安徽省马鞍山市含山县
医院,半汤街道社区卫生服务中心,"117.922456,31.64264",巢湖市,安徽省合肥市金湖大道巢湖经济开发区
医院,巨兴卫生院,"117.982265,31.713113",含山县,014县道附近
医院,巨兴卫生院,"117.982265,31.713113",含山县,014县道附近
医院,巨兴卫生院,"117.982265,31.713113",含山县,014县道附近
医院,河刘医院,"117.976184,31.902178",含山县,安徽省马鞍山市含山县
医院,仙踪卫生院,"118.012925,31.807448",含山县,安徽省马鞍山市含山县
医院,仙踪卫生院,"118.012925,31.807448",含山县,安徽省马鞍山市含山县
医院,巨兴卫生院,"117.982265,31.713113",含山县,014县道附近
医院,巨兴卫生院,"117.982265,31.713113",含山县,014县道附近
医院,巨兴卫生院,"117.982265,31.713113",含山县,014县道附近
医院,仙踪卫生院,"118.012925,31.807448",含山县,安徽省马鞍山市含山县
医院,河刘医院,"117.976184,31.902178",含山县,安徽省马鞍山市含山县
医院,仙踪卫生院,"118.012925,31.807448",含山县,安徽省马鞍山市含山县
医院,仙踪卫生院,"118.012925,31.807448",含山县,安徽省马鞍山市含山县
医院,巨兴卫生院,"117.982265,31.713113",含山县,014县道附近
医院,巨兴卫生院,"117.982265,31.713113",含山县,014县道附近
医院,巨兴卫生院,"117.982265,31.713113",含山县,014县道附近
医院,仙踪卫生院,"118.012925,31.807448",含山县,安徽省马鞍山市含山县
医院,仙踪卫生院,"118.012925,31.807448",含山县,安徽省马鞍山市含山县
医院,仙踪卫生院,"118.012925,31.807448",含山县,安徽省马鞍山市含山县
医院,昭关卫生院,"118.0542,31.829871",含山县,安徽省马鞍山市含山县
医院,河刘医院,"117.976184,31.902178",含山县,安徽省马鞍山市含山县
医院,仙踪卫生院,"118.012925,31.807448",含山县,安徽省马鞍山市含山县
医院,昭关卫生院,"118.0542,31.829871",含山县,安徽省马鞍山市含山县
医院,巨兴卫生院,"117.982265,31.713113",含山县,014县道附近
医院,巨兴卫生院,"117.982265,31.713113",含山县,014县道附近
医院,仙踪卫生院,"118.012925,31.807448",含山县,安徽省马鞍山市含山县
医院,巨兴卫生院,"117.982265,31.713113",含山县,014县道附近
医院,仙踪卫生院,"118.012925,31.807448",含山县,安徽省马鞍山市含山县
医院,仙踪卫生院,"118.012925,31.807448",含山县,安徽省马鞍山市含山县
医院,昭关卫生院,"118.0542,31.829871",含山县,安徽省马鞍山市含山县
医院,昭关卫生院,"118.0542,31.829871",含山县,安徽省马鞍山市含山县
医院,仙踪卫生院,"118.012925,31.807448",含山县,安徽省马鞍山市含山县
医院,昭关卫生院,"118.0542,31.829871",含山县,安徽省马鞍山市含山县
医院,运漕医院,"118.089731,31.427633",含山县,安徽省马鞍山市含山县
医院,仙踪卫生院,"118.012925,31.807448",含山县,安徽省马鞍山市含山县
医院,昭关卫生院,"118.0542,31.829871",含山县,安徽省马鞍山市含山县
医院,昭关卫生院,"118.0542,31.829871",含山县,安徽省马鞍山市含山县
医院,仙踪卫生院,"118.012925,31.807448",含山县,安徽省马鞍山市含山县
医院,昭关卫生院,"118.0542,31.829871",含山县,安徽省马鞍山市含山县
医院,仙踪卫生院,"118.012925,31.807448",含山县,安徽省马鞍山市含山县
医院,昭关卫生院,"118.0542,31.829871",含山县,安徽省马鞍山市含山县
医院,运漕医院,"118.089731,31.427633",含山县,安徽省马鞍山市含山县
医院,运漕医院,"118.089731,31.427633",含山县,安徽省马鞍山市含山县
医院,运漕医院,"118.089731,31.427633",含山县,安徽省马鞍山市含山县
医院,含山县人民医院,"118.100485,31.732221",含山县,安徽省马鞍山市含山县长山路与仙踪路交汇处
医院,含山县人民医院,"118.100485,31.732221",含山县,安徽省马鞍山市含山县长山路与仙踪路交汇处
医院,仙踪卫生院,"118.012925,31.807448",含山县,安徽省马鞍山市含山县
医院,昭关卫生院,"118.0542,31.829871",含山县,安徽省马鞍山市含山县
医院,昭关卫生院,"118.0542,31.829871",含山县,安徽省马鞍山市含山县
医院,仙踪卫生院,"118.012925,31.807448",含山县,安徽省马鞍山市含山县
医院,昭关卫生院,"118.0542,31.829871",含山县,安徽省马鞍山市含山县
医院,运漕医院,"118.089731,31.427633",含山县,安徽省马鞍山市含山县
医院,昭关卫生院,"118.0542,31.829871",含山县,安徽省马鞍山市含山县
医院,运漕医院,"118.089731,31.427633",含山县,安徽省马鞍山市含山县
医院,运漕医院,"118.089731,31.427633",含山县,安徽省马鞍山市含山县
医院,含山县中医院,"118.107023,31.725554",含山县,安徽省马鞍山市含山县华阳西路11号
医院,城南社区卫生服务中心,"118.115665,31.716031",含山县,官圩路
医院,含山县人民医院,"118.100485,31.732221",含山县,安徽省马鞍山市含山县长山路与仙踪路交汇处
医院,含山县中医院,"118.107023,31.725554",含山县,安徽省马鞍山市含山县华阳西路11号
医院,含山平安医院,"118.119861,31.730472",含山县,环峰镇望梅路永成时代广场
医院,城南社区卫生服务中心,"118.115665,31.716031",含山县,官圩路
医院,含山县人民医院,"118.100485,31.732221",含山县,安徽省马鞍山市含山县长山路与仙踪路交汇处
医院,含山县中医院,"118.107023,31.725554",含山县,安徽省马鞍山市含山县华阳西路11号
医院,含山平安医院,"118.119861,31.730472",含山县,环峰镇望梅路永成时代广场
医院,含山县人民医院,"118.100485,31.732221",含山县,安徽省马鞍山市含山县长山路与仙踪路交汇处
医院,昭关卫生院,"118.0542,31.829871",含山县,安徽省马鞍山市含山县
医院,昭关卫生院,"118.0542,31.829871",含山县,安徽省马鞍山市含山县
医院,昭关卫生院,"118.0542,31.829871",含山县,安徽省马鞍山市含山县
医院,昭关卫生院,"118.0542,31.829871",含山县,安徽省马鞍山市含山县
医院,运漕医院,"118.089731,31.427633",含山县,安徽省马鞍山市含山县
医院,运漕医院,"118.089731,31.427633",含山县,安徽省马鞍山市含山县
医院,运漕医院,"118.089731,31.427633",含山县,安徽省马鞍山市含山县
医院,运漕医院,"118.089731,31.427633",含山县,安徽省马鞍山市含山县
医院,陶厂医院,"118.128904,31.595355",含山县,安徽省马鞍山市含山县
医院,陶厂医院,"118.128904,31.595355",含山县,安徽省马鞍山市含山县
医院,陶厂医院,"118.128904,31.595355",含山县,安徽省马鞍山市含山县
医院,含山县中医院,"118.107023,31.725554",含山县,安徽省马鞍山市含山县华阳西路11号
医院,含山县人民医院,"118.100485,31.732221",含山县,安徽省马鞍山市含山县长山路与仙踪路交汇处
医院,城南社区卫生服务中心,"118.115665,31.716031",含山县,官圩路
医院,含山县人民医院,"118.100485,31.732221",含山县,安徽省马鞍山市含山县长山路与仙踪路交汇处
医院,含山县中医院,"118.107023,31.725554",含山县,安徽省马鞍山市含山县华阳西路11号
医院,含山平安医院,"118.119861,31.730472",含山县,环峰镇望梅路永成时代广场
医院,城南社区卫生服务中心,"118.115665,31.716031",含山县,官圩路
医院,含山县人民医院,"118.100485,31.732221",含山县,安徽省马鞍山市含山县长山路与仙踪路交汇处
医院,含山县中医院,"118.107023,31.725554",含山县,安徽省马鞍山市含山县华阳西路11号
医院,含山县人民医院,"118.100485,31.732221",含山县,安徽省马鞍山市含山县长山路与仙踪路交汇处
医院,含山县中医院,"118.107023,31.725554",含山县,安徽省马鞍山市含山县华阳西路11号
医院,含山平安医院,"118.119861,31.730472",含山县,环峰镇望梅路永成时代广场
医院,昭关卫生院,"118.0542,31.829871",含山县,安徽省马鞍山市含山县
医院,昭关卫生院,"118.0542,31.829871",含山县,安徽省马鞍山市含山县
医院,卜集卫生院,"118.068825,31.873023",全椒县,滁州市全椒县
医院,运漕医院,"118.089731,31.427633",含山县,安徽省马鞍山市含山县
医院,城南社区卫生服务中心,"118.115665,31.716031",含山县,官圩路
医院,运漕医院,"118.089731,31.427633",含山县,安徽省马鞍山市含山县
医院,运漕医院,"118.089731,31.427633",含山县,安徽省马鞍山市含山县
医院,陶厂医院,"118.128904,31.595355",含山县,安徽省马鞍山市含山县
医院,陶厂医院,"118.128904,31.595355",含山县,安徽省马鞍山市含山县
医院,陶厂医院,"118.128904,31.595355",含山县,安徽省马鞍山市含山县
医院,含山县人民医院,"118.100485,31.732221",含山县,安徽省马鞍山市含山县长山路与仙踪路交汇处
医院,含山县中医院,"118.107023,31.725554",含山县,安徽省马鞍山市含山县华阳西路11号
医院,含山平安医院,"118.119861,31.730472",含山县,环峰镇望梅路永成时代广场
医院,城南社区卫生服务中心,"118.115665,31.716031",含山县,官圩路
医院,含山县中医院,"118.107023,31.725554",含山县,安徽省马鞍山市含山县华阳西路11号
医院,含山县人民医院,"118.100485,31.732221",含山县,安徽省马鞍山市含山县长山路与仙踪路交汇处
医院,含山县中医院,"118.107023,31.725554",含山县,安徽省马鞍山市含山县华阳西路11号
医院,含山县人民医院,"118.100485,31.732221",含山县,安徽省马鞍山市含山县长山路与仙踪路交汇处
医院,含山平安医院,"118.119861,31.730472",含山县,环峰镇望梅路永成时代广场
医院,城南社区卫生服务中心,"118.115665,31.716031",含山县,官圩路
医院,含山平安医院,"118.119861,31.730472",含山县,环峰镇望梅路永成时代广场
医院,城南社区卫生服务中心,"118.115665,31.716031",含山县,官圩路
医院,昭关卫生院,"118.0542,31.829871",含山县,安徽省马鞍山市含山县
医院,昭关卫生院,"118.0542,31.829871",含山县,安徽省马鞍山市含山县
医院,含山县人民医院,"118.100485,31.732221",含山县,安徽省马鞍山市含山县长山路与仙踪路交汇处
医院,含山县中医院,"118.107023,31.725554",含山县,安徽省马鞍山市含山县华阳西路11号
医院,含山平安医院,"118.119861,31.730472",含山县,环峰镇望梅路永成时代广场
医院,运漕医院,"118.089731,31.427633",含山县,安徽省马鞍山市含山县
医院,无为县三汊河乡卫生院,"118.172038,31.401294",鸠江区,安徽省芜湖市鸠江区新源集团无为三割液化气有限公司东
医院,运漕医院,"118.089731,31.427633",含山县,安徽省马鞍山市含山县
医院,运漕医院,"118.089731,31.427633",含山县,安徽省马鞍山市含山县
医院,陶厂医院,"118.128904,31.595355",含山县,安徽省马鞍山市含山县
医院,陶厂医院,"118.128904,31.595355",含山县,安徽省马鞍山市含山县
医院,含山县中医院,"118.107023,31.725554",含山县,安徽省马鞍山市含山县华阳西路11号
医院,含山县人民医院,"118.100485,31.732221",含山县,安徽省马鞍山市含山县长山路与仙踪路交汇处
医院,陶厂医院,"118.128904,31.595355",含山县,安徽省马鞍山市含山县
医院,含山平安医院,"118.119861,31.730472",含山县,环峰镇望梅路永成时代广场
医院,城南社区卫生服务中心,"118.115665,31.716031",含山县,官圩路
医院,含山县中医院,"118.107023,31.725554",含山县,安徽省马鞍山市含山县华阳西路11号
医院,含山县人民医院,"118.100485,31.732221",含山县,安徽省马鞍山市含山县长山路与仙踪路交汇处
医院,含山县人民医院,"118.100485,31.732221",含山县,安徽省马鞍山市含山县长山路与仙踪路交汇处
医院,含山县中医院,"118.107023,31.725554",含山县,安徽省马鞍山市含山县华阳西路11号
医院,含山平安医院,"118.119861,31.730472",含山县,环峰镇望梅路永成时代广场
医院,含山平安医院,"118.119861,31.730472",含山县,环峰镇望梅路永成时代广场
医院,城南社区卫生服务中心,"118.115665,31.716031",含山县,官圩路
医院,城南社区卫生服务中心,"118.115665,31.716031",含山县,官圩路
医院,含山县人民医院,"118.100485,31.732221",含山县,安徽省马鞍山市含山县长山路与仙踪路交汇处
医院,含山县中医院,"118.107023,31.725554",含山县,安徽省马鞍山市含山县华阳西路11号
医院,含山平安医院,"118.119861,31.730472",含山县,环峰镇望梅路永成时代广场
医院,善厚卫生院,"118.16912,31.882408",和县,善厚镇东大街
医院,无为县三汊河乡卫生院,"118.172038,31.401294",鸠江区,安徽省芜湖市鸠江区新源集团无为三割液化气有限公司东
医院,无为县三汊河乡卫生院,"118.172038,31.401294",鸠江区,安徽省芜湖市鸠江区新源集团无为三割液化气有限公司东
医院,运漕医院,"118.089731,31.427633",含山县,安徽省马鞍山市含山县
医院,运漕医院,"118.089731,31.427633",含山县,安徽省马鞍山市含山县
医院,陶厂医院,"118.128904,31.595355",含山县,安徽省马鞍山市含山县
医院,陶厂医院,"118.128904,31.595355",含山县,安徽省马鞍山市含山县
医院,陶厂医院,"118.128904,31.595355",含山县,安徽省马鞍山市含山县
医院,含山县中医院,"118.107023,31.725554",含山县,安徽省马鞍山市含山县华阳西路11号
医院,含山平安医院,"118.119861,31.730472",含山县,环峰镇望梅路永成时代广场
医院,含山县中医院,"118.107023,31.725554",含山县,安徽省马鞍山市含山县华阳西路11号
医院,含山县人民医院,"118.100485,31.732221",含山县,安徽省马鞍山市含山县长山路与仙踪路交汇处
医院,城南社区卫生服务中心,"118.115665,31.716031",含山县,官圩路
医院,含山平安医院,"118.119861,31.730472",含山县,环峰镇望梅路永成时代广场
医院,城南社区卫生服务中心,"118.115665,31.716031",含山县,官圩路
医院,含山平安医院,"118.119861,31.730472",含山县,环峰镇望梅路永成时代广场
医院,善厚卫生院,"118.16912,31.882408",和县,善厚镇东大街
医院,含山县中医院,"118.107023,31.725554",含山县,安徽省马鞍山市含山县华阳西路11号
医院,含山县人民医院,"118.100485,31.732221",含山县,安徽省马鞍山市含山县长山路与仙踪路交汇处
医院,无为县三汊河乡卫生院,"118.172038,31.401294",鸠江区,安徽省芜湖市鸠江区新源集团无为三割液化气有限公司东
医院,含山平安医院,"118.119861,31.730472",含山县,环峰镇望梅路永成时代广场
医院,城南社区卫生服务中心,"118.115665,31.716031",含山县,官圩路
医院,无为县三汊河乡卫生院,"118.172038,31.401294",鸠江区,安徽省芜湖市鸠江区新源集团无为三割液化气有限公司东
医院,陶厂医院,"118.128904,31.595355",含山县,安徽省马鞍山市含山县
医院,功桥镇中心卫生院,"118.200757,31.574871",和县,功桥街道
医院,陶厂医院,"118.128904,31.595355",含山县,安徽省马鞍山市含山县
医院,功桥镇中心卫生院,"118.200757,31.574871",和县,功桥街道
医院,陶厂医院,"118.128904,31.595355",含山县,安徽省马鞍山市含山县
医院,城南社区卫生服务中心,"118.115665,31.716031",含山县,官圩路
医院,含山县中医院,"118.107023,31.725554",含山县,安徽省马鞍山市含山县华阳西路11号
医院,含山平安医院,"118.119861,31.730472",含山县,环峰镇望梅路永成时代广场
医院,城南社区卫生服务中心,"118.115665,31.716031",含山县,官圩路
医院,含山县中医院,"118.107023,31.725554",含山县,安徽省马鞍山市含山县华阳西路11号
医院,含山平安医院,"118.119861,31.730472",含山县,环峰镇望梅路永成时代广场
医院,城南社区卫生服务中心,"118.115665,31.716031",含山县,官圩路
医院,善厚卫生院,"118.16912,31.882408",和县,善厚镇东大街
医院,善厚卫生院,"118.16912,31.882408",和县,善厚镇东大街
医院,无为县三汊河乡卫生院,"118.172038,31.401294",鸠江区,安徽省芜湖市鸠江区新源集团无为三割液化气有限公司东
医院,无为县三汊河乡卫生院,"118.172038,31.401294",鸠江区,安徽省芜湖市鸠江区新源集团无为三割液化气有限公司东
医院,功桥镇中心卫生院,"118.200757,31.574871",和县,功桥街道
医院,功桥镇中心卫生院,"118.200757,31.574871",和县,功桥街道
医院,陶厂医院,"118.128904,31.595355",含山县,安徽省马鞍山市含山县
医院,陶厂医院,"118.128904,31.595355",含山县,安徽省马鞍山市含山县
医院,陶厂医院,"118.128904,31.595355",含山县,安徽省马鞍山市含山县
医院,功桥镇中心卫生院,"118.200757,31.574871",和县,功桥街道
医院,含山平安医院,"118.119861,31.730472",含山县,环峰镇望梅路永成时代广场
医院,含山平安医院,"118.119861,31.730472",含山县,环峰镇望梅路永成时代广场
医院,善厚卫生院,"118.16912,31.882408",和县,善厚镇东大街
医院,无为县三汊河乡卫生院,"118.172038,31.401294",鸠江区,安徽省芜湖市鸠江区新源集团无为三割液化气有限公司东
医院,无为县博爱医院,"118.208352,31.361137",鸠江区,芜湖市鸠江区
医院,无为县三汊河乡卫生院,"118.172038,31.401294",鸠江区,安徽省芜湖市鸠江区新源集团无为三割液化气有限公司东
医院,善厚卫生院,"118.16912,31.882408",和县,善厚镇东大街
医院,郑万全医院,"118.236205,31.470486",鸠江区,芜湖市鸠江区人民大道
医院,功桥镇中心卫生院,"118.200757,31.574871",和县,功桥街道
医院,功桥镇中心卫生院,"118.200757,31.574871",和县,功桥街道
医院,功桥镇中心卫生院,"118.200757,31.574871",和县,功桥街道
医院,善厚卫生院,"118.16912,31.882408",和县,善厚镇东大街
医院,腰埠卫生院,"118.238496,31.739795",和县,马鞍山市和县
医院,善厚卫生院,"118.16912,31.882408",和县,善厚镇东大街
超市,阳光超市购物广场,"117.888132,31.432775",无为县,石涧镇石涧中学附近
超市,苏果超市(无为县石涧镇人民政府西南),"117.888173,31.434436",无为县,石涧镇
超市,向阳超市,"117.888351,31.364757",无为县,208省道附近
超市,联发超市,"117.888174,31.435595",无为县,安徽省芜湖市无为县石涧镇进军北路22号
超市,新时代配镜超市,"117.888173,31.434435",无为县,芜湖市无为县
超市,车站商店,"117.888174,31.435595",无为县,芜湖市无为县
超市,无为县石涧国药商店,"117.887866,31.433178",无为县,208省道附近
超市,阳光超市购物广场,"117.888132,31.432775",无为县,石涧镇石涧中学附近
超市,苏果超市(无为县石涧镇人民政府西南),"117.888173,31.434436",无为县,石涧镇
超市,联发超市,"117.888174,31.435595",无为县,安徽省芜湖市无为县石涧镇进军北路22号
超市,阳光超市购物广场,"117.888132,31.432775",无为县,石涧镇石涧中学附近
超市,苏果超市(无为县石涧镇人民政府西南),"117.888173,31.434436",无为县,石涧镇
超市,联发超市,"117.888174,31.435595",无为县,安徽省芜湖市无为县石涧镇进军北路22号
超市,新时代配镜超市,"117.888173,31.434435",无为县,芜湖市无为县
超市,好朋友超市,"117.893325,31.454175",无为县,当涂路与包公大道交口银领时代花园9栋906室
超市,车站商店,"117.888174,31.435595",无为县,芜湖市无为县
超市,阳光超市购物广场,"117.888132,31.432775",无为县,石涧镇石涧中学附近
超市,利民超市,"117.877688,31.486825",无为县,208省道附近
超市,好朋友超市,"117.893325,31.454175",无为县,当涂路与包公大道交口银领时代花园9栋906室
超市,新时代配镜超市,"117.888173,31.434435",无为县,芜湖市无为县
超市,利民超市,"117.877688,31.486825",无为县,208省道附近
超市,四树超市(民营经济园店),"117.895091,31.588582",巢湖市,向阳南路四树商贸公司西北10米
超市,联华超市(恒生阳光城·购物广场东北),"117.879897,31.608431",巢湖市,安徽省合肥市巢湖中路236号恒生阳光城·购物广场2层
超市,无为县石涧国药商店,"117.887866,31.433178",无为县,208省道附近
超市,好朋友超市,"117.893325,31.454175",无为县,当涂路与包公大道交口银领时代花园9栋906室
超市,苏果超市(无为县石涧镇人民政府西南),"117.888173,31.434436",无为县,石涧镇
超市,联发超市,"117.888174,31.435595",无为县,安徽省芜湖市无为县石涧镇进军北路22号
超市,联华超市(恒生阳光城·购物广场东北),"117.879897,31.608431",巢湖市,安徽省合肥市巢湖中路236号恒生阳光城·购物广场2层
超市,华惠超市(官圩路店),"117.869334,31.596123",巢湖市,官圩路119号
超市,四树超市(团结路店),"117.876709,31.603751",巢湖市,合肥市巢湖市团结路6号
超市,车站商店,"117.888174,31.435595",无为县,芜湖市无为县
超市,无为县石涧国药商店,"117.887866,31.433178",无为县,208省道附近
超市,邻里生活超市,"117.891135,31.593952",巢湖市,安徽省合肥市华邦·世家花园(向阳南路西)
超市,宋知亚超市,"117.875739,31.543529",巢湖市,合肥市巢湖市
超市,宋知亚超市,"117.875739,31.543529",巢湖市,合肥市巢湖市
超市,晓群超市,"117.874813,31.544626",巢湖市,208省道附近
超市,新时代配镜超市,"117.888173,31.434435",无为县,芜湖市无为县
超市,车站商店,"117.888174,31.435595",无为县,芜湖市无为县
超市,合家福超市(巢湖人民路店),"117.875346,31.602842",巢湖市,合肥市巢湖市人民路与团结路交叉口巢湖百大购物中心1层
超市,乐天玛特(巢湖购物中心店),"117.875522,31.605852",巢湖市,人民路32
超市,联华超市(长江东路店),"117.885743,31.6185",巢湖市,安徽省合肥市长江东路德汇广场附近(城市之光南)
超市,安德利超市(城北分店),"117.880342,31.62151",巢湖市,长江西路14号附近
超市,宋知亚超市,"117.875739,31.543529",巢湖市,合肥市巢湖市
超市,晓群超市,"117.874813,31.544626",巢湖市,208省道附近
超市,四树超市(巢湖市气象局西),"117.837825,31.582174",巢湖市,安徽省合肥市皖光巢庐路巢湖碧桂园银屏秀色苑一街
超市,安德利超市(向阳路店),"117.88743,31.600055",巢湖市,时代春天3号楼向阳南路10-16号向阳路
超市,凤羽超市,"117.878424,31.641087",巢湖市,安徽省合肥市皖维集团东区农贸市场
超市,徽隆超市,"117.86011,31.625145",巢湖市,长江西路223号
超市,利民超市,"117.877688,31.486825",无为县,208省道附近
超市,好朋友超市,"117.893325,31.454175",无为县,当涂路与包公大道交口银领时代花园9栋906室
超市,银屏小六超市,"117.860428,31.559948",巢湖市,合肥市
超市,小五超市,"117.859909,31.560219",巢湖市,安徽省合肥市中国邮政储蓄银行(巢湖市银屏镇政府西北)
超市,无为县石涧国药商店,"117.887866,31.433178",无为县,208省道附近
超市,四树超市(城西店),"117.867647,31.603641",巢湖市,东风西路267号
超市,四树超市(铁苑店),"117.883325,31.603521",巢湖市,团结东路2号
超市,万客隆超市,"117.839277,31.713381",巢湖市,安徽省合肥市夏阁农贸市场北(蟠龙新街东)
超市,汇通超市,"117.840318,31.713817",巢湖市,安徽省合肥市蟠龙新街巢湖市夏阁镇中心卫生院附近
超市,泽华超市(夏阁镇人民政府东北),"117.838252,31.712283",巢湖市,蟠龙新街微利药店附近
超市,联华超市(恒生阳光城·购物广场东北),"117.879897,31.608431",巢湖市,安徽省合肥市巢湖中路236号恒生阳光城·购物广场2层
超市,千家惠超市,"117.881929,31.616181",巢湖市,凤凰山街道幸福巷
超市,利民超市,"117.877688,31.486825",无为县,208省道附近
超市,银屏小六超市,"117.860428,31.559948",巢湖市,合肥市
超市,乐天玛特(巢湖购物中心店),"117.875522,31.605852",巢湖市,人民路32
超市,合家福超市(巢湖人民路店),"117.875346,31.602842",巢湖市,合肥市巢湖市人民路与团结路交叉口巢湖百大购物中心1层
超市,四树超市(皖维店),"117.877157,31.644693",巢湖市,合肥市巢湖市皖维集团工厂中区
超市,鑫鑫超市,"117.869694,31.642622",巢湖市,巢湖北路附近
超市,万家福超市(西峰邮政支局西北),"117.887967,31.749593",巢湖市,003县道小孙药店附近
超市,华联超市(中共西峰乡委员会南),"117.888755,31.7503",巢湖市,003县道中国邮政东北侧100米
超市,今之惠超市(亚父市场店),"117.883913,31.588113",巢湖市,安徽省合肥市亚父农贸产品批发市场B1
超市,平安超市,"117.848836,31.58462",巢湖市,浴场路1号八一五队大门口
超市,凤羽超市,"117.878424,31.641087",巢湖市,安徽省合肥市皖维集团东区农贸市场
超市,联华超市(长江东路店),"117.885743,31.6185",巢湖市,安徽省合肥市长江东路德汇广场附近(城市之光南)
超市,万客隆超市,"117.839277,31.713381",巢湖市,安徽省合肥市夏阁农贸市场北(蟠龙新街东)
超市,泽华超市(夏阁镇人民政府东北),"117.838252,31.712283",巢湖市,蟠龙新街微利药店附近
超市,邻里生活超市,"117.891135,31.593952",巢湖市,安徽省合肥市华邦·世家花园(向阳南路西)
超市,安德利超市(西苑广场店),"117.868354,31.603847",巢湖市,西苑广场心语花艺附近
超市,联华超市(长江东路店),"117.885743,31.6185",巢湖市,安徽省合肥市长江东路德汇广场附近(城市之光南)
超市,华群超市,"117.838841,31.710822",巢湖市,安徽省合肥市夏阁镇沿河蟠龙新街中国邮政东南50米
超市,夏阁顺丰便利店,"117.838521,31.704632",巢湖市,安徽省合肥市S208
