IS_TYPE,IS_NAME,COORDINATE,XZQHSZ_DM,ADDRESS,TAG,RATING,COMMENT_NUM
cater,赵家饭店,"117.181766,31.734739",肥西县,合肥近郊肥西县包公路143号,美食;中餐厅,3.7,5
cater,秘制酸菜鱼简餐,"117.188235,31.718418",肥西县,仪武路丽景小学旁,美食;中餐厅,,
cater,竹雨轩茶艺馆,"117.180569,31.719102",肥西县,上派镇古埂公园,美食;茶座,,1
cater,豪杰士牛排(肥西水晶城店),"117.176389,31.724418",肥西县,上派镇中街水晶城商业街徽商银行斜对面,美食;外国餐厅,4.5,172
cater,麦匠披萨,"117.17781,31.72654",肥西县,安徽省合肥市肥西县新华街2-4第5间,美食;外国餐厅,5.0,15
cater,叙富土菜馆,"117.18097,31.694456",肥西县,安徽省合肥市肥西县上派镇行知实验学校幼儿园东南150米,美食;中餐厅,,1
hotel,何府酒楼,"117.179233,31.698815",肥西县,安徽省合肥市肥西县X040(旧),美食;中餐厅,,0
cater,金威酸菜鱼庄(城东小区店),"117.182011,31.721415",肥西县,上派镇人民东路与新华街交口向东150米城东小区旁,美食;中餐厅,4.0,24
cater,寅春老卤面(肥西店),"117.182935,31.72217",肥西县,有意思肥西店斜对面,美食;小吃快餐店,4.6,42
cater,9940香辣虾,"117.176276,31.730482",肥西县,巢湖路百大商场3楼（电梯对面）,美食;中餐厅,4.0,83
cater,一品香,"117.175393,31.729976",肥西县,肥西县上派镇派河路与巢湖路交口西南角(近派河大桥)肥西百大购物中心1层,美食;中餐厅,4.3,12
cater,姥家大锅台,"117.185097,31.742179",肥西县,安徽省合肥市肥西县上派镇金寨南路新城家园北(环球世家南),美食;中餐厅,4.0,5
cater,翡翠土菜馆,"117.18684,31.755808",肥西县,其他翡翠路900号财贸学院对面商业街,美食;中餐厅,4.0,7
cater,姥家大锅台,"117.185097,31.742179",肥西县,安徽省合肥市肥西县上派镇金寨南路新城家园北(环球世家南),美食;中餐厅,4.0,5
cater,富贵楼原味府,"117.179408,31.738655",肥西县,安徽省合肥市肥西县卫星社区南门北100米,美食;中餐厅,4.5,43
cater,9940香辣虾,"117.176276,31.730482",肥西县,巢湖路百大商场3楼（电梯对面）,美食;中餐厅,4.0,83
cater,一品香,"117.175393,31.729976",肥西县,肥西县上派镇派河路与巢湖路交口西南角(近派河大桥)肥西百大购物中心1层,美食;中餐厅,4.3,12
cater,富贵楼原味府,"117.179408,31.738655",肥西县,安徽省合肥市肥西县卫星社区南门北100米,美食;中餐厅,4.5,43
cater,赵家饭店,"117.181766,31.734739",肥西县,合肥近郊肥西县包公路143号,美食;中餐厅,3.7,5
cater,姥家大锅台,"117.185097,31.742179",肥西县,安徽省合肥市肥西县上派镇金寨南路新城家园北(环球世家南),美食;中餐厅,4.0,5
cater,富贵楼原味府,"117.179408,31.738655",肥西县,安徽省合肥市肥西县卫星社区南门北100米,美食;中餐厅,4.5,43
cater,过牛瘾自助牛骨火锅,"117.178041,31.726012",肥西县,上派镇新华街永辉超市旁肯德基对面向北50米三楼,美食;中餐厅,4.4,3
cater,乌托邦,"117.176059,31.724075",肥西县,中街水晶城4栋109室,美食;中餐厅,4.7,18
cater,麦匠披萨,"117.17781,31.72654",肥西县,安徽省合肥市肥西县新华街2-4第5间,美食;外国餐厅,5.0,15
cater,周氏食府,"117.182982,31.736597",肥西县,安徽省合肥市肥西县上派镇包公路农贸大市场巷子12号,美食;中餐厅,4.3,4
cater,老家菜,"117.18279,31.742652",肥西县,金寨路与长安路交口观澜学府小区门面商业街11号,美食;中餐厅,3.0,13
cater,瑞康饭庄,"117.184137,31.742511",肥西县,安徽省合肥市肥西县瑞康家园5幢,美食;中餐厅,4.3,5
cater,翡翠土菜馆,"117.18684,31.755808",肥西县,其他翡翠路900号财贸学院对面商业街,美食;中餐厅,4.0,7
cater,回味酒楼,"117.185518,31.759393",肥西县,翡翠路900号安徽财贸学院对面商业街,美食;中餐厅,4.0,74
cater,老家菜(紫石路店),"117.191607,31.740765",肥西县,安徽省合肥市肥西县上派镇肥光路与紫石路交口(滨河菜市场三楼),美食;中餐厅,5.0,2
cater,老家菜,"117.18279,31.742652",肥西县,金寨路与长安路交口观澜学府小区门面商业街11号,美食;中餐厅,3.0,13
cater,姐妹全羊馆(肥西店),"117.184151,31.724506",肥西县,上派镇青龙潭路青龙桥向南50米,美食;中餐厅,5.0,2
cater,品之味美食,"117.17723,31.724856",肥西县,上派镇上派镇中街水晶城B20-3-2品之味美食(永辉超市马路对面),美食;中餐厅,5.0,2
cater,赵家饭店,"117.181766,31.734739",肥西县,合肥近郊肥西县包公路143号,美食;中餐厅,3.7,5
cater,姥家大锅台,"117.185097,31.742179",肥西县,安徽省合肥市肥西县上派镇金寨南路新城家园北(环球世家南),美食;中餐厅,4.0,5
cater,小张酸菜鱼,"117.184071,31.737544",肥西县,肥西县其他包公路与滨河路交口向东200米,美食;中餐厅,4.9,7
cater,老家菜(紫石路店),"117.191607,31.740765",肥西县,安徽省合肥市肥西县上派镇肥光路与紫石路交口(滨河菜市场三楼),美食;中餐厅,5.0,2
cater,老家菜,"117.18279,31.742652",肥西县,金寨路与长安路交口观澜学府小区门面商业街11号,美食;中餐厅,3.0,13
cater,回味酒楼,"117.185518,31.759393",肥西县,翡翠路900号安徽财贸学院对面商业街,美食;中餐厅,4.0,74
cater,翡翠土菜馆,"117.18684,31.755808",肥西县,其他翡翠路900号财贸学院对面商业街,美食;中餐厅,4.0,7
cater,小张酸菜鱼,"117.184071,31.737544",肥西县,肥西县其他包公路与滨河路交口向东200米,美食;中餐厅,4.9,7
cater,姐妹全羊馆(肥西店),"117.184151,31.724506",肥西县,上派镇青龙潭路青龙桥向南50米,美食;中餐厅,5.0,2
cater,黄焖鸡米饭,"117.187957,31.756614",肥西县,合肥市合肥市翡翠路900号,美食;小吃快餐店,5.0,
cater,巢湖渔村,"117.18033,31.750333",肥西县,翡翠路肥西县人民医院对面,美食;中餐厅,3.5,1
cater,黄焖鸡米饭,"117.187957,31.756614",肥西县,合肥市合肥市翡翠路900号,美食;小吃快餐店,5.0,
cater,重庆鸡公煲,"117.18583,31.762114",蜀山区,翡翠南路翡翠社区商业街375号,美食;中餐厅,4.2,10
cater,旺客基黄焖鸡(财经学院店),"117.186366,31.762247",蜀山区,斯坦迪大道向西100米财经职业学院向东50米,美食;小吃快餐店,5.0,
cater,小张酸菜鱼,"117.184071,31.737544",肥西县,肥西县其他包公路与滨河路交口向东200米,美食;中餐厅,4.9,7
cater,瑞康饭庄,"117.184137,31.742511",肥西县,安徽省合肥市肥西县瑞康家园5幢,美食;中餐厅,4.3,5
cater,宗勇牛杂火锅(肥西店),"117.18327,31.721113",肥西县,上派镇人民东路龙飞明珠花园B区1幢116室,美食;中餐厅,4.7,8
cater,梦幺妹串串火锅(肥西店),"117.183477,31.722724",肥西县,人民东路大地中学向南100米,美食;中餐厅,3.0,21
cater,老家菜(紫石路店),"117.191607,31.740765",肥西县,安徽省合肥市肥西县上派镇肥光路与紫石路交口(滨河菜市场三楼),美食;中餐厅,5.0,2
cater,周氏食府,"117.182982,31.736597",肥西县,安徽省合肥市肥西县上派镇包公路农贸大市场巷子12号,美食;中餐厅,4.3,4
cater,瑞康饭庄,"117.184137,31.742511",肥西县,安徽省合肥市肥西县瑞康家园5幢,美食;中餐厅,4.3,5
cater,小张酸菜鱼,"117.184071,31.737544",肥西县,肥西县其他包公路与滨河路交口向东200米,美食;中餐厅,4.9,7
cater,回味酒楼,"117.185518,31.759393",肥西县,翡翠路900号安徽财贸学院对面商业街,美食;中餐厅,4.0,74
cater,翡翠土菜馆,"117.18684,31.755808",肥西县,其他翡翠路900号财贸学院对面商业街,美食;中餐厅,4.0,7
cater,回味酒楼,"117.185518,31.759393",肥西县,翡翠路900号安徽财贸学院对面商业街,美食;中餐厅,4.0,74
cater,稻香村饭馆,"117.186217,31.77502",蜀山区,安大新区九龙路69号(九龙美食街内),美食;中餐厅,2.5,
cater,榴园餐厅,"117.189891,31.775899",蜀山区,九龙路111号,美食;中餐厅,5.0,1
cater,麻辣江湖麻辣香锅,"117.187396,31.776638",蜀山区,经开区大学城九龙路456号安大新区西门,美食;中餐厅,4.4,68
cater,聚品鲜,"117.17511,31.7838",肥西县,合肥市肥西县繁华新园北门1号,美食;中餐厅,4.6,4
cater,麻辣江湖麻辣香锅,"117.187396,31.776638",蜀山区,经开区大学城九龙路456号安大新区西门,美食;中餐厅,4.4,68
cater,重庆鸡公煲,"117.18583,31.762114",蜀山区,翡翠南路翡翠社区商业街375号,美食;中餐厅,4.2,10
cater,黄焖鸡米饭,"117.187957,31.756614",肥西县,合肥市合肥市翡翠路900号,美食;小吃快餐店,5.0,
cater,旺客基黄焖鸡(财经学院店),"117.186366,31.762247",蜀山区,斯坦迪大道向西100米财经职业学院向东50米,美食;小吃快餐店,5.0,
cater,鸿运土菜馆(No.0001),"117.178604,31.731929",肥西县,安徽省合肥市肥西县包公路044,美食;中餐厅,4.0,1
cater,过牛瘾自助牛骨火锅,"117.178041,31.726012",肥西县,上派镇新华街永辉超市旁肯德基对面向北50米三楼,美食;中餐厅,4.4,3
cater,速味居黄焖鸡米饭(财贸学院店),"117.187893,31.756765",肥西县,翡翠路900号安徽财贸职业学院对面商业街内,美食;小吃快餐店,3.8,8
cater,酒点半火锅店,"117.186792,31.742364",肥西县,上派镇包公路400号(太平洋保险公司隔壁),美食;中餐厅,3.5,3
cater,速味居黄焖鸡米饭(财贸学院店),"117.187893,31.756765",肥西县,翡翠路900号安徽财贸职业学院对面商业街内,美食;小吃快餐店,3.8,8
cater,巢湖渔村,"117.18033,31.750333",肥西县,翡翠路肥西县人民医院对面,美食;中餐厅,3.5,1
cater,周氏食府,"117.182982,31.736597",肥西县,安徽省合肥市肥西县上派镇包公路农贸大市场巷子12号,美食;中餐厅,4.3,4
cater,赵家饭店,"117.181766,31.734739",肥西县,合肥近郊肥西县包公路143号,美食;中餐厅,3.7,5
cater,过牛瘾自助牛骨火锅,"117.178041,31.726012",肥西县,上派镇新华街永辉超市旁肯德基对面向北50米三楼,美食;中餐厅,4.4,3
cater,老家菜,"117.18279,31.742652",肥西县,金寨路与长安路交口观澜学府小区门面商业街11号,美食;中餐厅,3.0,13
cater,重庆八旺砂锅串串(肥西店),"117.192213,31.740363",肥西县,上派镇青龙潭路与紫石路交口向西100米,美食;中餐厅,4.0,2
cater,重庆八旺砂锅串串(肥西店),"117.192213,31.740363",肥西县,上派镇青龙潭路与紫石路交口向西100米,美食;中餐厅,4.0,2
cater,周氏食府,"117.182982,31.736597",肥西县,安徽省合肥市肥西县上派镇包公路农贸大市场巷子12号,美食;中餐厅,4.3,4
cater,榴园餐厅,"117.189891,31.775899",蜀山区,九龙路111号,美食;中餐厅,5.0,1
cater,麻辣江湖麻辣香锅,"117.187396,31.776638",蜀山区,经开区大学城九龙路456号安大新区西门,美食;中餐厅,4.4,68
cater,重庆鸡公煲,"117.18583,31.762114",蜀山区,翡翠南路翡翠社区商业街375号,美食;中餐厅,4.2,10
cater,桐城六尺巷酒楼,"117.18568,31.762625",蜀山区,大学城汤口路中段合肥财经学院大门附近,美食;中餐厅,4.0,3
cater,聚品鲜,"117.17511,31.7838",肥西县,合肥市肥西县繁华新园北门1号,美食;中餐厅,4.6,4
cater,清香阁(繁华逸城店),"117.178313,31.788774",肥西县,繁华逸城商业街二楼,美食;小吃快餐店,4.0,0
cater,重庆鸡公煲,"117.18583,31.762114",蜀山区,翡翠南路翡翠社区商业街375号,美食;中餐厅,4.2,10
cater,旺客基黄焖鸡(财经学院店),"117.186366,31.762247",蜀山区,斯坦迪大道向西100米财经职业学院向东50米,美食;小吃快餐店,5.0,
cater,聚品鲜,"117.17511,31.7838",肥西县,合肥市肥西县繁华新园北门1号,美食;中餐厅,4.6,4
cater,美欧威自助烤肉(安大店一店),"117.1877,31.77697",蜀山区,安徽省合肥市蜀山区经济技术开发区九龙路460号,美食;其他,3.8,66
cater,榴园餐厅,"117.189891,31.775899",蜀山区,九龙路111号,美食;中餐厅,5.0,1
cater,麻辣江湖麻辣香锅,"117.187396,31.776638",蜀山区,经开区大学城九龙路456号安大新区西门,美食;中餐厅,4.4,68
cater,美欧威自助烤肉(安大店一店),"117.1877,31.77697",蜀山区,安徽省合肥市蜀山区经济技术开发区九龙路460号,美食;其他,3.8,66
cater,华莱士汉堡店(安大新区店),"117.188093,31.777458",蜀山区,安徽省合肥市蜀山区九龙商业街7栋442号安徽大学斜对面,美食;小吃快餐店,4.3,200
cater,桐城六尺巷酒楼,"117.18568,31.762625",蜀山区,大学城汤口路中段合肥财经学院大门附近,美食;中餐厅,4.0,3
cater,福建沙县小吃(财经店),"117.18094,31.762722",肥西县,汤口路中段合肥财经学院杏林餐厅一楼,美食;小吃快餐店,3.5,
cater,肥西彭厨餐饮店,"117.182012,31.741394",肥西县,金寨路与云谷路交叉口观澜学府11栋106-108商铺,美食;中餐厅,,2
cater,福达商务酒店-中餐馆,"117.185106,31.74335",肥西县,安徽省合肥市肥西县金寨南路肥光段福达精品商务酒店负1~4楼,美食;中餐厅,1.0,1
cater,桐城六尺巷酒楼,"117.18568,31.762625",蜀山区,大学城汤口路中段合肥财经学院大门附近,美食;中餐厅,4.0,3
cater,义和酒家精品农家菜,"117.175981,31.748689",肥西县,合肥市肥西县,美食;中餐厅,5.0,1
cater,重庆八旺砂锅串串(肥西店),"117.192213,31.740363",肥西县,上派镇青龙潭路与紫石路交口向西100米,美食;中餐厅,4.0,2
cater,义和酒楼,"117.182981,31.74048",肥西县,上派镇金寨南路与长安路交口向西100米,美食;中餐厅,3.7,15
cater,瑞康饭庄,"117.184137,31.742511",肥西县,安徽省合肥市肥西县瑞康家园5幢,美食;中餐厅,4.3,5
cater,鸿运土菜馆(No.0001),"117.178604,31.731929",肥西县,安徽省合肥市肥西县包公路044,美食;中餐厅,4.0,1
cater,义和酒楼,"117.182981,31.74048",肥西县,上派镇金寨南路与长安路交口向西100米,美食;中餐厅,3.7,15
cater,艾比客(包公路店),"117.183195,31.736439",肥西县,安徽省合肥市肥西县包公路中国农业银行旁,美食;小吃快餐店,5.0,3
cater,美欧威自助烤肉(安大店一店),"117.1877,31.77697",蜀山区,安徽省合肥市蜀山区经济技术开发区九龙路460号,美食;其他,3.8,66
cater,醉香亭,"117.186228,31.77474",蜀山区,合肥市蜀山区安大新区西门斜对面,美食;中餐厅,3.5,0
cater,清香阁(繁华逸城店),"117.178313,31.788774",肥西县,繁华逸城商业街二楼,美食;小吃快餐店,4.0,0
cater,鼎味轩饭店,"117.178683,31.788375",肥西县,桃花镇合肥经济开发区繁华大道与泰山路交口繁华逸城商业街2楼,美食;中餐厅,4.5,1
cater,旺客基黄焖鸡(财经学院店),"117.186366,31.762247",蜀山区,斯坦迪大道向西100米财经职业学院向东50米,美食;小吃快餐店,5.0,
cater,福建沙县小吃(财经店),"117.18094,31.762722",肥西县,汤口路中段合肥财经学院杏林餐厅一楼,美食;小吃快餐店,3.5,
cater,鼎味轩饭店,"117.178683,31.788375",肥西县,桃花镇合肥经济开发区繁华大道与泰山路交口繁华逸城商业街2楼,美食;中餐厅,4.5,1
cater,采蝶轩(繁华逸城店),"117.179424,31.788369",肥西县,安徽省合肥市肥西县繁华大道与飞虎路交口东冠繁华逸城S-119号,美食;蛋糕甜品店,3.8,19
cater,大脸鸡排(九龙路店),"117.186228,31.77474",蜀山区,安徽省合肥市经济技术开发区九龙路西、石门路南九龙商业街11幢112号,美食;小吃快餐店,4.9,30
cater,桐城六尺巷酒楼,"117.18568,31.762625",蜀山区,大学城汤口路中段合肥财经学院大门附近,美食;中餐厅,4.0,3
cater,醉香亭,"117.186228,31.77474",蜀山区,合肥市蜀山区安大新区西门斜对面,美食;中餐厅,3.5,0
cater,稻香村饭馆,"117.186217,31.77502",蜀山区,安大新区九龙路69号(九龙美食街内),美食;中餐厅,2.5,
cater,美欧威自助烤肉(安大店一店),"117.1877,31.77697",蜀山区,安徽省合肥市蜀山区经济技术开发区九龙路460号,美食;其他,3.8,66
cater,大脸鸡排(九龙路店),"117.186228,31.77474",蜀山区,安徽省合肥市经济技术开发区九龙路西、石门路南九龙商业街11幢112号,美食;小吃快餐店,4.9,30
cater,五谷渔粉(九龙路商业街店),"117.187215,31.777086",蜀山区,九龙路商业街436号旁(九龙美食街95-97号),美食;小吃快餐店,4.1,
cater,游子老鸭粉丝馆(安大店),"117.189145,31.778884",蜀山区,九龙路338号（第一空间隔壁）,美食;小吃快餐店,5.0,1
cater,速味居黄焖鸡米饭(财贸学院店),"117.187893,31.756765",肥西县,翡翠路900号安徽财贸职业学院对面商业街内,美食;小吃快餐店,3.8,8
cater,济州岛,"117.1809,31.762428",肥西县,桃花镇经开区汤口路中段合肥财经职业学院三楼食堂,美食;小吃快餐店,3.5,
cater,卤菜木炭烤鸭,"117.18684,31.755808",肥西县,翡翠路都市恋人坊旁,美食;中餐厅,,
cater,可园雅舍,"117.188553,31.803745",肥西县,高新区香樟大道与芦花路交口南100米路西,美食;中餐厅,,
cater,我的菜(冬梅路三店),"117.181516,31.798704",肥西县,柏堰科技园铭传路与冬梅路交叉口西南侧200米合肥高科科技有限公司新宿舍一楼6号铺,美食;中餐厅,,
cater,重庆鸡公煲(长安店),"117.179346,31.813387",肥西县,长安路秋菊路口格力商用北门对面(格力商用北门对面),美食;中餐厅,4.6,19
cater,阿四饭店,"117.192872,31.816669",肥西县,香樟大道与杨林路交口扣向西100米香樟花园小区北门旁,美食;中餐厅,4.2,7
cater,艾比客(格力店),"117.187619,31.80944",肥西县,明珠大道格力工业园格力馨雅园对面,美食;蛋糕甜品店,4.0,2
cater,放鹅郎,"117.187843,31.808648",肥西县,合肥市肥西县馨雅园北门,美食;小吃快餐店,3.8,9
cater,重庆鸡公煲(长安店),"117.179346,31.813387",肥西县,长安路秋菊路口格力商用北门对面(格力商用北门对面),美食;中餐厅,4.6,19
cater,艾比客(格力店),"117.187619,31.80944",肥西县,明珠大道格力工业园格力馨雅园对面,美食;蛋糕甜品店,4.0,2
cater,稻香村饭馆,"117.186217,31.77502",蜀山区,安大新区九龙路69号(九龙美食街内),美食;中餐厅,2.5,
cater,大脸鸡排(九龙路店),"117.186228,31.77474",蜀山区,安徽省合肥市经济技术开发区九龙路西、石门路南九龙商业街11幢112号,美食;小吃快餐店,4.9,30
cater,重庆鸡公煲(长安店),"117.179346,31.813387",肥西县,长安路秋菊路口格力商用北门对面(格力商用北门对面),美食;中餐厅,4.6,19
cater,艾比客(格力店),"117.187619,31.80944",肥西县,明珠大道格力工业园格力馨雅园对面,美食;蛋糕甜品店,4.0,2
cater,采蝶轩(繁华逸城店),"117.179424,31.788369",肥西县,安徽省合肥市肥西县繁华大道与飞虎路交口东冠繁华逸城S-119号,美食;蛋糕甜品店,3.8,19
cater,千客饭店,"117.177863,31.786597",肥西县,桃花镇繁华大道与泰山路交叉口向南100米,美食;中餐厅,,
cater,黄焖鸡米饭,"117.187957,31.756614",肥西县,合肥市合肥市翡翠路900号,美食;小吃快餐店,5.0,
cater,速味居黄焖鸡米饭(财贸学院店),"117.187893,31.756765",肥西县,翡翠路900号安徽财贸职业学院对面商业街内,美食;小吃快餐店,3.8,8
cater,千客饭店,"117.177863,31.786597",肥西县,桃花镇繁华大道与泰山路交叉口向南100米,美食;中餐厅,,
cater,兰州拉面王,"117.175534,31.783417",肥西县,合肥市肥西县繁华新园东1,美食;小吃快餐店,3.5,1
cater,俏厨娘擀面皮,"117.179884,31.788386",肥西县,肥西县其他繁华大道繁华逸城小区商业广场B1楼依家生活超市入口,美食;小吃快餐店,4,0
cater,熙顺紫菜包饭(安大店),"117.185903,31.775399",蜀山区,九龙路美食街(新美食街79号),美食;小吃快餐店,4.5,17
cater,梅园餐厅,"117.188201,31.770359",蜀山区,至诚大道,美食;中餐厅,3.5,
cater,华莱士汉堡店(安大新区店),"117.188093,31.777458",蜀山区,安徽省合肥市蜀山区九龙商业街7栋442号安徽大学斜对面,美食;小吃快餐店,4.3,200
cater,五谷渔粉(九龙路商业街店),"117.187215,31.777086",蜀山区,九龙路商业街436号旁(九龙美食街95-97号),美食;小吃快餐店,4.1,
cater,熙顺紫菜包饭(安大店),"117.185903,31.775399",蜀山区,九龙路美食街(新美食街79号),美食;小吃快餐店,4.5,17
cater,醉香亭,"117.186228,31.77474",蜀山区,合肥市蜀山区安大新区西门斜对面,美食;中餐厅,3.5,0
cater,熙顺紫菜包饭(安大店),"117.185903,31.775399",蜀山区,九龙路美食街(新美食街79号),美食;小吃快餐店,4.5,17
cater,老余记黄焖鸡(安大九龙路店),"117.18935,31.779238",蜀山区,九龙路322号遇见客栈旁,美食;小吃快餐店,4.0,8
cater,回头客美食(财经店),"117.181749,31.763173",肥西县,汤口路中段合肥财经学院第二食堂三楼友家超市东北10米,美食;小吃快餐店,3.5,
cater,沙县小吃,"117.181407,31.79882",肥西县,安徽省合肥市肥西县桃花镇冬梅路安徽华龙机电零部件公司,美食;小吃快餐店,,
cater,中国兰州拉面,"117.181439,31.798989",肥西县,安徽省合肥市肥西县铭传路213号,美食;小吃快餐店,,
cater,一品香排骨饭,"117.188469,31.813537",肥西县,长安路商业广场1层,美食;小吃快餐店,4.5,0
cater,农家地锅庄,"117.186453,31.813351",肥西县,安徽省合肥市肥西县桃花镇长安路商业广场(格力工业园北),美食;中餐厅,5.0,1
cater,可园雅舍,"117.188553,31.803745",肥西县,高新区香樟大道与芦花路交口南100米路西,美食;中餐厅,,
cater,采蝶轩(馨雅园店),"117.188247,31.808628",肥西县,合肥市高新区明珠大道格力员工生活区8栋(格力馨雅园),美食;蛋糕甜品店,4.8,8
cater,放鹅郎,"117.187843,31.808648",肥西县,合肥市肥西县馨雅园北门,美食;小吃快餐店,3.8,9
cater,一品香排骨饭,"117.188469,31.813537",肥西县,长安路商业广场1层,美食;小吃快餐店,4.5,0
cater,华莱士汉堡店(安大新区店),"117.188093,31.777458",蜀山区,安徽省合肥市蜀山区九龙商业街7栋442号安徽大学斜对面,美食;小吃快餐店,4.3,200
cater,五谷渔粉(九龙路商业街店),"117.187215,31.777086",蜀山区,九龙路商业街436号旁(九龙美食街95-97号),美食;小吃快餐店,4.1,
cater,一品香排骨饭,"117.188469,31.813537",肥西县,长安路商业广场1层,美食;小吃快餐店,4.5,0
cater,放鹅郎,"117.187843,31.808648",肥西县,合肥市肥西县馨雅园北门,美食;小吃快餐店,3.8,9
cater,俏厨娘擀面皮,"117.179884,31.788386",肥西县,肥西县其他繁华大道繁华逸城小区商业广场B1楼依家生活超市入口,美食;小吃快餐店,4,0
cater,我的菜(冬梅路三店),"117.181516,31.798704",肥西县,柏堰科技园铭传路与冬梅路交叉口西南侧200米合肥高科科技有限公司新宿舍一楼6号铺,美食;中餐厅,,
cater,朝天门火锅(合肥高新店),"117.176905,31.822685",蜀山区,合肥市玉兰大道765号保利·梧桐语花园101,美食;中餐厅,5.0,5
cater,重庆鸡公煲(长安店),"117.179346,31.813387",肥西县,长安路秋菊路口格力商用北门对面(格力商用北门对面),美食;中餐厅,4.6,19
cater,回头客美食(财经店),"117.181749,31.763173",肥西县,汤口路中段合肥财经学院第二食堂三楼友家超市东北10米,美食;小吃快餐店,3.5,
cater,寻味记(财经店),"117.18144,31.763094",肥西县,汤口路中段合肥财经职业学校嘉日成大道杏林餐厅三楼,美食;小吃快餐店,3.5,
cater,上一品阳澄湖大闸蟹,"117.178828,31.788377",肥西县,繁华大道518号东冠繁华逸城,美食;中餐厅,,
cater,香溢小厨,"117.178251,31.787748",肥西县,桃花镇名门绿洲商铺S11幢107室,美食;中餐厅,,
cater,福建沙县小吃(财经店),"117.18094,31.762722",肥西县,汤口路中段合肥财经学院杏林餐厅一楼,美食;小吃快餐店,3.5,
cater,回头客美食(财经店),"117.181749,31.763173",肥西县,汤口路中段合肥财经学院第二食堂三楼友家超市东北10米,美食;小吃快餐店,3.5,
cater,大脸鸡排(九龙路店),"117.186228,31.77474",蜀山区,安徽省合肥市经济技术开发区九龙路西、石门路南九龙商业街11幢112号,美食;小吃快餐店,4.9,30
cater,熙顺紫菜包饭(安大店),"117.185903,31.775399",蜀山区,九龙路美食街(新美食街79号),美食;小吃快餐店,4.5,17
cater,稻香村饭馆,"117.186217,31.77502",蜀山区,安大新区九龙路69号(九龙美食街内),美食;中餐厅,2.5,
cater,五谷渔粉(九龙路商业街店),"117.187215,31.777086",蜀山区,九龙路商业街436号旁(九龙美食街95-97号),美食;小吃快餐店,4.1,
cater,清香阁(繁华逸城店),"117.178313,31.788774",肥西县,繁华逸城商业街二楼,美食;小吃快餐店,4.0,0
cater,老兵黄焖鸡米饭,"117.18644,31.775715",蜀山区,安徽省合肥市蜀山区九龙美食街102号,美食;小吃快餐店,3.5,0
cater,瑞凯食堂,"117.176779,31.795697",肥西县,高新区高新区柏堰科技园近格力工业园杭埠路21号,美食;其他,,
cater,艾比客(格力店),"117.187619,31.80944",肥西县,明珠大道格力工业园格力馨雅园对面,美食;蛋糕甜品店,4.0,2
cater,放鹅郎,"117.187843,31.808648",肥西县,合肥市肥西县馨雅园北门,美食;小吃快餐店,3.8,9
cater,知味园时尚餐厅,"117.188088,31.80837",肥西县,安徽省合肥市肥西县格力馨雅园(明珠大道南),美食;中餐厅,3.2,0
cater,天堂寨土菜馆,"117.187749,31.80944",肥西县,桃花镇合肥市高新区明珠路世纪精信门面14号,美食;中餐厅,5.0,2
cater,农家地锅庄,"117.186453,31.813351",肥西县,安徽省合肥市肥西县桃花镇长安路商业广场(格力工业园北),美食;中餐厅,5.0,1
cater,可园雅舍,"117.188553,31.803745",肥西县,高新区香樟大道与芦花路交口南100米路西,美食;中餐厅,,
cater,熙顺紫菜包饭(安大店),"117.185903,31.775399",蜀山区,九龙路美食街(新美食街79号),美食;小吃快餐店,4.5,17
cater,游子老鸭粉丝馆(安大店),"117.189145,31.778884",蜀山区,九龙路338号（第一空间隔壁）,美食;小吃快餐店,5.0,1
cater,农家地锅庄,"117.186453,31.813351",肥西县,安徽省合肥市肥西县桃花镇长安路商业广场(格力工业园北),美食;中餐厅,5.0,1
cater,采蝶轩(馨雅园店),"117.188247,31.808628",肥西县,合肥市高新区明珠大道格力员工生活区8栋(格力馨雅园),美食;蛋糕甜品店,4.8,8
cater,上一品阳澄湖大闸蟹,"117.178828,31.788377",肥西县,繁华大道518号东冠繁华逸城,美食;中餐厅,,
cater,香溢小厨,"117.178251,31.787748",肥西县,桃花镇名门绿洲商铺S11幢107室,美食;中餐厅,,
cater,沙县小吃,"117.181407,31.79882",肥西县,安徽省合肥市肥西县桃花镇冬梅路安徽华龙机电零部件公司,美食;小吃快餐店,,
cater,阿四饭店,"117.192872,31.816669",肥西县,香樟大道与杨林路交口扣向西100米香樟花园小区北门旁,美食;中餐厅,4.2,7
cater,一品香排骨饭,"117.188469,31.813537",肥西县,长安路商业广场1层,美食;小吃快餐店,4.5,0
cater,黄焖鸡米饭(西地美食广场店),"117.183462,31.827755",蜀山区,玉兰大道与习友路交叉口西北角学院西地美食街,美食;中餐厅,3.5,
cater,蜀香园农家菜,"117.175103,31.7838",肥西县,合肥市肥西县繁华新园北门8号,美食;中餐厅,,
cater,华莱士汉堡店(安大新区店),"117.188093,31.777458",蜀山区,安徽省合肥市蜀山区九龙商业街7栋442号安徽大学斜对面,美食;小吃快餐店,4.3,200
cater,游子老鸭粉丝馆(安大店),"117.189145,31.778884",蜀山区,九龙路338号（第一空间隔壁）,美食;小吃快餐店,5.0,1
cater,金寨吊锅,"117.185004,31.813422",肥西县,高新区长安路商业广场8栋22-29号,美食;中餐厅,,
cater,娘家私房菜,"117.187553,31.813371",肥西县,合肥市肥西县长安路商业广场1层,美食;中餐厅,5.0,1
